Plate,Annotation,Mass
250327_Pigments_3_200uL_25%diluted,U11_F1,98.09
250327_Pigments_3_200uL_25%diluted,U11_F1,98.09
250327_Pigments_3_200uL_25%diluted,U12_F1,102.44
250327_Pigments_3_200uL_25%diluted,U12_F1,102.44
250327_Pigments_3_200uL_25%diluted,U12_F1,102.44
250327_Pigments_3_200uL_25%diluted,U13_F1,110.86
250327_Pigments_3_200uL_25%diluted,U13_F1,110.86
250327_Pigments_3_200uL_25%diluted,U13_F1,110.86
250327_Pigments_3_200uL_25%diluted,U14_F1,108.08
250327_Pigments_3_200uL_25%diluted,U14_F1,108.08
250327_Pigments_3_200uL_25%diluted,U14_F1,108.08
250327_Pigments_3_200uL_25%diluted,U15_F1,96.09
250327_Pigments_3_200uL_25%diluted,U15_F1,96.09
250327_Pigments_3_200uL_25%diluted,U15_F1,96.09
250327_Pigments_3_200uL_25%diluted,U1_F2,105.48
250327_Pigments_3_200uL_25%diluted,U1_F2,105.48
250327_Pigments_3_200uL_25%diluted,U1_F2,105.48
250327_Pigments_3_200uL_25%diluted,U2_F2,109.64
250327_Pigments_3_200uL_25%diluted,U2_F2,109.64
250327_Pigments_3_200uL_25%diluted,U2_F2,109.64
250327_Pigments_3_200uL_25%diluted,U3_F2,102.28
250327_Pigments_3_200uL_25%diluted,U3_F2,102.28
250327_Pigments_3_200uL_25%diluted,U3_F2,102.28
250327_Pigments_3_200uL_25%diluted,U4_F2,108.14
250327_Pigments_3_200uL_25%diluted,U4_F2,108.14
250327_Pigments_3_200uL_25%diluted,U4_F2,108.14
250327_Pigments_3_200uL_25%diluted,U5_F2,105.56
250327_Pigments_3_200uL_25%diluted,U5_F2,105.56
250327_Pigments_3_200uL_25%diluted,U5_F2,105.56
250327_Pigments_3_200uL_25%diluted,U6_F2,104.68
250327_Pigments_3_200uL_25%diluted,U6_F2,104.68
250327_Pigments_3_200uL_25%diluted,U6_F2,104.68
250327_Pigments_3_200uL_25%diluted,U7_F2,93.01
250327_Pigments_3_200uL_25%diluted,U7_F2,93.01
250327_Pigments_3_200uL_25%diluted,U7_F2,93.01
250327_Pigments_3_200uL_25%diluted,U8_F2,103.58
250327_Pigments_3_200uL_25%diluted,U8_F2,103.58
250327_Pigments_3_200uL_25%diluted,U8_F2,103.58
250327_Pigments_3_200uL_25%diluted,U9_F2,101.46
250327_Pigments_3_200uL_25%diluted,U9_F2,101.46
250327_Pigments_3_200uL_25%diluted,U9_F2,101.46
250327_Pigments_3_200uL_25%diluted,U10_F2,100.47
250327_Pigments_3_200uL_25%diluted,U10_F2,100.47
250327_Pigments_3_200uL_25%diluted,U10_F2,100.47
250327_Pigments_3_200uL_25%diluted,U11_F2,102.27
250327_Pigments_3_200uL_25%diluted,U11_F2,102.27
250327_Pigments_3_200uL_25%diluted,U11_F2,102.27
250327_Pigments_3_200uL_25%diluted,U12_F2,103.12
250327_Pigments_3_200uL_25%diluted,U12_F2,103.12
250327_Pigments_3_200uL_25%diluted,U12_F2,103.12
250327_Pigments_3_200uL_25%diluted,U13_F2,101.72
250327_Pigments_3_200uL_25%diluted,U13_F2,101.72
250327_Pigments_3_200uL_25%diluted,U13_F2,101.72
250327_Pigments_3_200uL_25%diluted,U15_F2,107.85
250327_Pigments_3_200uL_25%diluted,U15_F2,107.85
250327_Pigments_3_200uL_25%diluted,U15_F2,107.85
250327_Pigments_4_200uL_undiluted,96% ethanol,NA
250327_Pigments_4_200uL_undiluted,96% ethanol,NA
250327_Pigments_4_200uL_undiluted,96% ethanol,NA
250327_Pigments_4_200uL_undiluted,U1_A1,98.4
250327_Pigments_4_200uL_undiluted,U1_A1,98.4
250327_Pigments_4_200uL_undiluted,U1_A1,98.4
250327_Pigments_4_200uL_undiluted,U2_A1,96.4
250327_Pigments_4_200uL_undiluted,U2_A1,96.4
250327_Pigments_4_200uL_undiluted,U2_A1,96.4
250327_Pigments_4_200uL_undiluted,U3_A1,95.87
250327_Pigments_4_200uL_undiluted,U3_A1,95.87
250327_Pigments_4_200uL_undiluted,U3_A1,95.87
250327_Pigments_4_200uL_undiluted,U4_A1,99.18
250327_Pigments_4_200uL_undiluted,U4_A1,99.18
250327_Pigments_4_200uL_undiluted,U4_A1,99.18
250327_Pigments_4_200uL_undiluted,U5_A1,108.48
250327_Pigments_4_200uL_undiluted,U5_A1,108.48
250327_Pigments_4_200uL_undiluted,U5_A1,108.48
250327_Pigments_4_200uL_undiluted,U6_A1,109.43
250327_Pigments_4_200uL_undiluted,U6_A1,109.43
250327_Pigments_4_200uL_undiluted,U6_A1,109.43
250327_Pigments_4_200uL_undiluted,U7_A1,108.23
250327_Pigments_4_200uL_undiluted,U7_A1,108.23
250327_Pigments_4_200uL_undiluted,U7_A1,108.23
250327_Pigments_4_200uL_undiluted,U8_A1,95.25
250327_Pigments_4_200uL_undiluted,U8_A1,95.25
250327_Pigments_4_200uL_undiluted,U8_A1,95.25
250327_Pigments_4_200uL_undiluted,U9_A1,105.12
250327_Pigments_4_200uL_undiluted,U9_A1,105.12
250327_Pigments_4_200uL_undiluted,U9_A1,105.12
250327_Pigments_4_200uL_undiluted,U10_A1,94.05
250327_Pigments_4_200uL_undiluted,U10_A1,94.05
250327_Pigments_4_200uL_undiluted,U10_A1,94.05
250327_Pigments_4_200uL_undiluted,U11_A1,106.84
250327_Pigments_4_200uL_undiluted,U11_A1,106.84
250327_Pigments_4_200uL_undiluted,U11_A1,106.84
250327_Pigments_4_200uL_undiluted,U12_A1,98.79
250327_Pigments_4_200uL_undiluted,U12_A1,98.79
250327_Pigments_4_200uL_undiluted,U12_A1,98.79
250327_Pigments_4_200uL_undiluted,U13_A1,92.59
250327_Pigments_4_200uL_undiluted,U13_A1,92.59
250327_Pigments_4_200uL_undiluted,U13_A1,92.59
250327_Pigments_4_200uL_undiluted,U14_A1,107.47
250327_Pigments_4_200uL_undiluted,U14_A1,107.47
250327_Pigments_4_200uL_undiluted,U14_A1,107.47
250327_Pigments_4_200uL_undiluted,U15_A1,107.52
250327_Pigments_4_200uL_undiluted,U15_A1,107.52
250327_Pigments_4_200uL_undiluted,U15_A1,107.52
250327_Pigments_4_200uL_undiluted,U1_A2,108.54
250327_Pigments_4_200uL_undiluted,U1_A2,108.54
250327_Pigments_4_200uL_undiluted,U1_A2,108.54
250327_Pigments_4_200uL_undiluted,U2_A2,107.58
250327_Pigments_4_200uL_undiluted,U2_A2,107.58
250327_Pigments_4_200uL_undiluted,U2_A2,107.58
250327_Pigments_4_200uL_undiluted,U3_A2,101.08
250327_Pigments_4_200uL_undiluted,U3_A2,101.08
250327_Pigments_4_200uL_undiluted,U3_A2,101.08
250327_Pigments_4_200uL_undiluted,U4_A2,104.57
250327_Pigments_4_200uL_undiluted,U4_A2,104.57
250327_Pigments_4_200uL_undiluted,U4_A2,104.57
250327_Pigments_4_200uL_undiluted,U5_A2,96.78
250327_Pigments_4_200uL_undiluted,U5_A2,96.78
250327_Pigments_4_200uL_undiluted,U5_A2,96.78
250327_Pigments_4_200uL_undiluted,U6_A2,101.75
250327_Pigments_4_200uL_undiluted,U6_A2,101.75
250327_Pigments_4_200uL_undiluted,U6_A2,101.75
250327_Pigments_4_200uL_undiluted,U7_A2,106.05
250327_Pigments_4_200uL_undiluted,U7_A2,106.05
250327_Pigments_4_200uL_undiluted,U7_A2,106.05
250327_Pigments_4_200uL_undiluted,U8_A2,93.87
250327_Pigments_4_200uL_undiluted,U8_A2,93.87
250327_Pigments_4_200uL_undiluted,U8_A2,93.87
250327_Pigments_4_200uL_undiluted,U9_A2,92.16
250327_Pigments_4_200uL_undiluted,U9_A2,92.16
250327_Pigments_4_200uL_undiluted,U9_A2,92.16
250327_Pigments_4_200uL_undiluted,U10_A2,106.68
250327_Pigments_4_200uL_undiluted,U10_A2,106.68
250327_Pigments_4_200uL_undiluted,U10_A2,106.68
250327_Pigments_4_200uL_undiluted,U11_A2,96.1
250327_Pigments_4_200uL_undiluted,U11_A2,96.1
250327_Pigments_4_200uL_undiluted,U11_A2,96.1
250327_Pigments_4_200uL_undiluted,U12_A2,101.73
250327_Pigments_4_200uL_undiluted,U12_A2,101.73
250327_Pigments_4_200uL_undiluted,U12_A2,101.73
250327_Pigments_4_200uL_undiluted,U13_A2,94.43
250327_Pigments_4_200uL_undiluted,U13_A2,94.43
250327_Pigments_4_200uL_undiluted,U13_A2,94.43
250327_Pigments_4_200uL_undiluted,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,U14_A2,101.97
250327_Pigments_4_200uL_undiluted,U15_A2,105.86
250327_Pigments_4_200uL_undiluted,U15_A2,105.86
250327_Pigments_4_200uL_undiluted,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,96% ethanol,NA
250327_Pigments_5_200uL_50%diluted,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,U1_A1,98.4
250327_Pigments_5_200uL_50%diluted,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,U2_A1,96.4
250327_Pigments_5_200uL_50%diluted,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,U3_A1,95.87
250327_Pigments_5_200uL_50%diluted,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,U4_A1,99.18
250327_Pigments_5_200uL_50%diluted,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,U5_A1,108.48
250327_Pigments_5_200uL_50%diluted,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,U6_A1,109.43
250327_Pigments_5_200uL_50%diluted,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,U7_A1,108.23
250327_Pigments_5_200uL_50%diluted,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,U8_A1,95.25
250327_Pigments_5_200uL_50%diluted,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,U9_A1,105.12
250327_Pigments_5_200uL_50%diluted,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,U10_A1,94.05
250327_Pigments_5_200uL_50%diluted,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,U11_A1,106.84
250327_Pigments_5_200uL_50%diluted,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,U12_A1,98.79
250327_Pigments_5_200uL_50%diluted,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,U13_A1,92.59
250327_Pigments_5_200uL_50%diluted,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,U14_A1,107.47
250327_Pigments_5_200uL_50%diluted,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,U15_A1,107.52
250327_Pigments_5_200uL_50%diluted,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,U1_A2,108.54
250327_Pigments_5_200uL_50%diluted,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,U2_A2,107.58
250327_Pigments_5_200uL_50%diluted,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,U3_A2,101.08
250327_Pigments_5_200uL_50%diluted,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,U4_A2,104.57
250327_Pigments_5_200uL_50%diluted,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,U5_A2,96.78
250327_Pigments_5_200uL_50%diluted,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,U6_A2,101.75
250327_Pigments_5_200uL_50%diluted,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,U7_A2,106.05
250327_Pigments_5_200uL_50%diluted,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,U8_A2,93.87
250327_Pigments_5_200uL_50%diluted,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,U9_A2,92.16
250327_Pigments_5_200uL_50%diluted,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,U10_A2,106.68
250327_Pigments_5_200uL_50%diluted,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,U11_A2,96.1
250327_Pigments_5_200uL_50%diluted,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,U12_A2,101.73
250327_Pigments_5_200uL_50%diluted,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,U13_A2,94.43
250327_Pigments_5_200uL_50%diluted,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,U14_A2,101.97
250327_Pigments_5_200uL_50%diluted,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,U15_A2,105.86
250327_Pigments_5_200uL_50%diluted,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,96% ethanol,NA
250327_Pigments_6_200uL_25%diluted,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,U1_A1,98.4
250327_Pigments_6_200uL_25%diluted,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,U2_A1,96.4
250327_Pigments_6_200uL_25%diluted,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,U3_A1,95.87
250327_Pigments_6_200uL_25%diluted,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,U4_A1,99.18
250327_Pigments_6_200uL_25%diluted,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,U5_A1,108.48
250327_Pigments_6_200uL_25%diluted,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,U6_A1,109.43
250327_Pigments_6_200uL_25%diluted,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,U7_A1,108.23
250327_Pigments_6_200uL_25%diluted,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,U8_A1,95.25
250327_Pigments_6_200uL_25%diluted,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,U9_A1,105.12
250327_Pigments_6_200uL_25%diluted,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,U10_A1,94.05
250327_Pigments_6_200uL_25%diluted,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,U11_A1,106.84
250327_Pigments_6_200uL_25%diluted,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,U12_A1,98.79
250327_Pigments_6_200uL_25%diluted,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,U13_A1,92.59
250327_Pigments_6_200uL_25%diluted,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,U14_A1,107.47
250327_Pigments_6_200uL_25%diluted,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,U15_A1,107.52
250327_Pigments_6_200uL_25%diluted,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,U1_A2,108.54
250327_Pigments_6_200uL_25%diluted,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,U2_A2,107.58
250327_Pigments_6_200uL_25%diluted,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,U3_A2,101.08
250327_Pigments_6_200uL_25%diluted,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,U4_A2,104.57
250327_Pigments_6_200uL_25%diluted,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,U5_A2,96.78
250327_Pigments_6_200uL_25%diluted,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,U6_A2,101.75
250327_Pigments_6_200uL_25%diluted,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,U7_A2,106.05
250327_Pigments_6_200uL_25%diluted,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,U8_A2,93.87
250327_Pigments_6_200uL_25%diluted,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,U9_A2,92.16
250327_Pigments_6_200uL_25%diluted,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,U10_A2,106.68
250327_Pigments_6_200uL_25%diluted,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,U11_A2,96.1
250327_Pigments_6_200uL_25%diluted,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,U12_A2,101.73
250327_Pigments_6_200uL_25%diluted,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,U13_A2,94.43
250327_Pigments_6_200uL_25%diluted,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,U14_A2,101.97
250327_Pigments_6_200uL_25%diluted,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,U15_A2,105.86
250327_Pigments_6_200uL_25%diluted,U15_A2,105.86